,name,link,fit,sleeve,length,pattern,material,neckline,skirt,detail,imagefile
0,107STYLE 잎새원피스 WOPS1143,https://cr2.shopping.naver.com/adcr.nhn?x=9DtuGla5%2FL9%2B9ptpB5e%2BDf%2F%2F%2Fw%3D%3Dsg8uh2O4Mcn8kWva86%2B5DwPxPk3JYSfieSD0FBxu38v74wYOdWoWMU5tuRXcwR3gaNaWkRzJzPMiOfx9E4KxQPzgIQw2V%2Bhsr79IanPv4a6TBOgvXiWrW5zsZkwkJU%2BCmW2jKVTpX%2B0B5J0g56Anp8IFGzCor7ZkwnY%2FyNXpc1NkmKuCLtn8A0mROr0W%2Bf8KMaqhOdWRSeZmXms4DbaB9oszkB8UHJ5dZ4ts%2F7kKgMaRjOcsEzW75A1KuNN29x65jr9UKO3zNyf3v1YZ4%2BSY0Hj70eUtzBzAvuV%2FSEH06pBpShUDSCZJboROsQlUg7%2Fj5%2BlwkWxsB5nnDCK18860p1fZkEc53ni6dqKaJA883Pd7SoH8hq1gorV6a4Ijw3ms2Ii6HqSNIKGY8nXBw9pfAwFbSX1wPi78nzWu8oCBpfgxoDzATrfgetqETv9MYwLY%2B2cerhFm6HXif59sJZdlhqn4xOb0DTvAOOU2uDjsejMm00QOdYnh94U0vqXv0pbM0AnLbfgBlJKL7RygrYrAkf40bHyWXuXxZ%2Fol8hk%2FfBPf9ESbSevljICLeCOOg1GHC8nxOWiRQra4%2BMrbkKThL6cFFwmte6yCHyjwhz%2F5hP%2Fx3gfMmfuquC4EKiCEvG65IT%2BbPNrR05fjZyYKVRjMxEw%3D%3D&nv_mid=82340559738&cat_id=50000807,루즈핏,긴팔,롱,플라워,폴리에스테르,라운드넥,A라인,프릴/러플,img_82340559738_0.png
0,[피피아델] SS20 롤리원피스 PPWOPSP1212,https://cr2.shopping.naver.com/adcr.nhn?x=hFh9vM%2Bi8x83ph8ODICA6f%2F%2F%2Fw%3D%3Dst6XxrdWJcseJ8GNSFc6wwhg0b7GT2fovMT9aHIad%2B93iRh1Kjfp9yGuvJhKCtO3x7bZOD9SfRDId9aBATaY0JRb9Zpk6MF59%2BYbGMrZo5WBqEx9JWqOmtZQYnnm1DLFft8GwiNr2u50NfBoE4uPPBmjqzAI07v9t28ej8vJLVXklALG8q5tpgOLX9bkVIsXt8wqsSK64ztqY0hAijI9U2H%2BnkuUurV6qaKA4VzUpX4CGJRQHX9ThbHrbD0wiAZwLlr2MJibGuG71Ivr98%2FRFYS3cDQosRlq2vuVtmOyZFRHZ8FAvt7pjfQsKgKtJpj6AaTvSTRKMwylQLBus3ju1JQeGzu05vshy3fntmIljNNXTT%2BczhjC9%2Bx%2FhAlOZB3dzRd4DFF%2F3Pw3kWvsusi47S9VENVTb4G3kugJCMiY6E9d8bvUmLmnWhYoY5lofNcecABwt2w1YNw3am8l9Rotv6tALu6kBcroDdRp6135gZxDWHcsIGbuYWJJJPRdhhiqRBYL15PDHVGsjb8WiOyQc0h6p8N19TlKndV3GAY2Sbg%2Bfxg1pgpn%2FThW8Sy068Pn%2BoqruTFD4agRymZi5iu2by7iEnUrtkNUXWVz07iRN18mkiTdX3PBZYKXe76ylSNYR4KELasGIt09CbPiTflDW1JKqCJdxHcQKyMfWl%2BsQNi43X5JHRxB17kdSSeS1uCOn&nv_mid=82346067872&cat_id=50000807,기본핏,긴팔,롱,무지,"폴리에스테르, 면",라운드넥,A라인,무지,img_82346067872_0.png
0,[피피아델]  네모랩원피스 PPWOPSP11616,https://cr2.shopping.naver.com/adcr.nhn?x=A7frSaaIQI%2B%2FrVTctykre%2F%2F%2F%2Fw%3D%3DssJgL408ySDCMS3l%2BQF1ddK%2BhWm6bbf%2Fybng9H9rmFnWt8fEs1SPvHBrrBuGZqWNCLibQz%2F8%2BkacE3FmFVBuAeIO8sNfplK38eMmL%2BW6NweGjsfBcglZkhvlVf%2FoiZkOdP14fN9k0fh%2BDC9UTx4i7qiQ6yRPz0Bok6MuLLO%2Fx%2FZCwxFxgJ8OHY21hkdyj1ADQXpVY81iop3CrQnqN3h%2B0eCn5L%2BZvsS5MC10waQo9XYCpei8o85zv7B9D37qqN1%2B%2BfOJL93eaXr53ufr%2FnRJ7cwX4Y2199gcDtbO7VfdoT6VnlyPsbVyDBMsEZU%2F5F%2FqeFoN5ihrsuiWdxvRuiUZ90F%2F6EvpWal94cPBR1usu%2FehJskAthNaQMboOUcQ3Uf0%2B87jaMVgx6Cssm%2FJLtsbGaGCXrSfOBT1kSCoSy7xDY7qhwARWfSBAZptsVZyu12fXsgHPkcecoDA9b2oV0H4z8eLGjiJu04SdMAbfN%2FXmJTrWHcsIGbuYWJJJPRdhhiqRfnIVgzTdpZTl5vMXrwuctB6p8N19TlKndV3GAY2Sbg%2Bfxg1pgpn%2FThW8Sy068Pn%2BoqruTFD4agRymZi5iu2byyqoHtlPm3MiVCqMkynhpPd0PIfCgwWAWnAEYon0XUyR4KELasGIt09CbPiTflDW1JKqCJdxHcQKyMfWl%2BsQNi43X5JHRxB17kdSSeS1uCOn&nv_mid=82342689831&cat_id=50000807,기본핏,긴팔,롱,기하학,"폴리에스테르, 스판덱스",V넥,H라인,기타,img_82342689831_0.png
0,[무배]에스닉 플리츠 레이어드 링클 쉬폰 원피스,https://cr2.shopping.naver.com/adcr.nhn?x=htpGw0CnQ4GkFie71ZQtM%2F%2F%2F%2Fw%3D%3DsRJ37ITT1VM5sd%2BoU7csMPraaHEmYuLRheDi1D4VNbzgsNTYIhpCqvVKPVnK0Chm1VHhAIkqnM3%2BbXm%2Bv8hD5rDgIQw2V%2Bhsr79IanPv4a6TBOgvXiWrW5zsZkwkJU%2BCmW2jKVTpX%2B0B5J0g56Anp8IFGzCor7ZkwnY%2FyNXpc1NlyGCK7XM0qsE%2FlovPEIb49ETYTIq9SiPn24bnsA2sbEMzkB8UHJ5dZ4ts%2F7kKgMaRjOcsEzW75A1KuNN29x65jr9UKO3zNyf3v1YZ4%2BSY0Hj70eUtzBzAvuV%2FSEH06pBqubrGZl31QwsmHbx%2FKYCeip7vzk6gCl2L4w24JQ%2FYMfHMGUelY0TTx7TgKTNQ%2FbMZRHF1K95yDZmLoa%2BoXVbvGbyhM0sqL3qlOlnpfJ6FSFF7Gzh11jNtFe4YwpJ1Cuvf9gUv6HaWK1R1ay0hgVvKltzbMYatoS171GbgX4MrfoEh%2BJR80L8i6LhPas2yyF1UZcEq53EXrcPnnghrcacfWzRW3whqqe6xwSCQkXUvF7TB89cAhiXT0GxD2KFfl6nLhfPTGPx4HoJnkyNiQNOkpuRTKQR7%2FBq0DoJmS6RsOXCIEWk8986n486tuJi5Xg3qhH6HYRnpFSzrMnWvrabP6H9ddpaRq9toTDtsz1O5w5S%2FAtFIW8haWX4bwyICqt1Bt%2FSGn%2FNXkYvckzkntemmyZWZsoOvkr%2FE1Utl%2BjGSfMg%3D%3D&nv_mid=82340932941&cat_id=50000807,기본핏,긴팔,롱,프린트,폴리에스테르,터틀넥,플리츠/주름,"핀턱, 프릴/러플, 레이어드, 벨트",img_82340932941_0.png
