,name,link,fit,sleeve,length,pattern,material,neckline,skirt,detail,imagefile
0,[무배] 벌룬소매 빅사이즈 임부복 롱원피스,https://cr2.shopping.naver.com/adcr.nhn?x=sroFf5g2kCy5%2FA29vF4v8f%2F%2F%2Fw%3D%3DsfeWMbnpdrbyYeXFbvIW%2FIlcwGMYXuY4eWwkabS8X8j1E%2FPXXfLpzg9C81GctTOAxUku%2BFVjRt6vPSt1Sqca9JWVyf4fEeIwpi1WJR%2F5%2FpReVK5hNxRUBW3Fkia%2BRgsFTyzFoDb0pW%2FzuhH%2BDcGNOH7ZAqugvRm4rPiDwNwEScmnswzH3fdvuWtoPR%2Bx%2BmTyiUaGimURpLp1cstwbh%2FL6ye56vr9h9VoFduCJdN2ys%2BL8sDxCrG1R0O6gc7aEEhECTBrGfeOnDYBmnWe%2BApH%2BBw7TOu%2BiZGPPbCns0fxzoFb4FjQLKtgpdaxOC6%2FeJ5KosPFNkchYwWiua4avTMsWH6fCLd0EJlKtx3WA4Dq2fB9iSNV9ttA5fxyNQwPSUI3BresZYOBzNuj3kinlCqtYSI4FIdX0RH9maAYxxSnIi%2FG7xr4IKvEgplHjbylFfH%2BSyL2BbXda55%2F2TuqrbwaTdyNH%2FadH6xuO8pHRrNKUu5Pq0FEQol3mCNw3u4tkwLN%2FM3Vm5Sl%2BvLudaNsV6I%2Bc7SNCktI0CQzgCI%2BBDOYyZMMYAKequdfNLSs5tYKdN2xchj79iosB6Kw5pX2CwjENzT9zvPPgACm4o0P1XucLe0LP0IFbkalHknftrDpQmb9J2ppT5BPOPcMaY8uZ2Bvsz1fB8CsfWumLXQxJSPX2JiD0ZYwIgh29UtLCFmOBNV7kuYShOpjzQ9VM4FJifueR0Q01n00mzpHgBGl91xag8MVx8QE1pefY8h3l7rPvA4x%2FpjJRcYAM3xBiFsK5yHDIa%2BFy%2BXHRYNUjFF3CAXMsHNw%3D&nv_mid=82382803123&cat_id=50000807,오버핏,긴팔,롱,무지,면,라운드넥,H라인,무지,img_82382803123_0.png
0,체크 벌룬 스트랩 롱 원피스,https://cr2.shopping.naver.com/adcr.nhn?x=nB%2B8%2Fg1ziApJbngR7uYkH%2F%2F%2F%2Fw%3D%3DsB8V%2F74mB9hk%2B0Pe5SCIurUVa07M2CC1P0otkfavSA0yfUTDI7Tr%2B8FhRh3mLFZjdtPbZp%2BOxuCG9ww2%2Bjf7X0IYlFAdf1OFsetsPTCIBnAtPOdYsvqvAV2kweJQXbUmGS9slije8gXMlkxXwqftMa%2Bur9AlcdFxvzKjqPqW0DFpYw1MN3a6OFMoTIFrBnWGDA9uc3LsDXbovL%2FD28dIpEZ9%2Bw5fyb2S%2B0WKUIuNO0Akl8HAYn6NkzRDrGPGQ2ZUxKs0VCNa%2FWGGoMBaS80VkEUaAb%2FOdjaJ2XbA%2BJKlL%2B499LsW4RgipVPKA%2F2IN4cAJ4mmic2vQ8l3OPvPdLBTB5%2B6UB08G4lR0a9fquA%2FPNrIokk3FE2ytZwvs0hVXcA0jWH%2FLwYinpuBRsPgEPprtwBrv6tDzHWai9n4avpR9ePgEZLesAdYMO7RNPOVHb4C9fp%2FtDAqbJws5B9wVXRCsFBPtDJsFoXYQ1%2BIeF4Rhjvl9685dSLYz3%2BEF4yW6XZnytsa4otGIVeOSe1t4b26mOcFF0aietP8SfGTnp9h19yvWHcsIGbuYWJJJPRdhhiqRuH4hGV6CqjZyiDDJVeUTyB6p8N19TlKndV3GAY2Sbg9JdIR%2BOpMaSep80qOeTb%2Fjei5mPaMzqbkc%2BHyFh%2FBGHRfhuJfcQO%2BVXxuf3PkxbtazjuMfrbyhT2lWDIqW2xEToH6Kwlq1HQ9f3i%2F%2FJUpddwzLAPI6n%2F5osQk9dG6gsQlenxFTYB%2BIC9JqbmKwjMq6&nv_mid=82088644449&cat_id=50000807,기본핏,반팔,롱,체크,마/리넨,스퀘어넥,A라인,"프릴/러플, 리본",img_82088644449_0.png
0,[무배] 호박소매 밑단프릴 롱원피스,https://cr2.shopping.naver.com/adcr.nhn?x=2w3F8jF%2Fusueqd2TmWFoZv%2F%2F%2Fw%3D%3Ds24S21QLcswiAdSLZStTYpREMTFDBxoC8E8us4PVcYBG3XdvWijnJb9dJPviar2QUbTtL4G215m6xxLMpZXRm3IYlFAdf1OFsetsPTCIBnAtPOdYsvqvAV2kweJQXbUmGS9slije8gXMlkxXwqftMa3PxCfeiYbhA%2BGscrLWt3HSV5OgK%2F3PSNxEgOD76VKUtWEr4Lu5t53ESTApzu1Eu9J9%2Bw5fyb2S%2B0WKUIuNO0Akl8HAYn6NkzRDrGPGQ2ZUxopf8QCmlzSrAZHVaW2V3KUaAb%2FOdjaJ2XbA%2BJKlL%2B499LsW4RgipVPKA%2F2IN4cAJ4mmic2vQ8l3OPvPdLBTB5%2B6UB08G4lR0a9fquA%2FPNrLCBgP5N18kS6bBXO4W6TKSnf82iVpudx06TWM6gWi%2BNBrv6tDzHWai9n4avpR9ePi%2F6S0EP5gJ5BrniCmvVkrF50ZSJ9YbjlzehDESf37JENBb5QC9OZZg1XkN%2FCIIQEco%2BgbwgE2dgeHShQhZ2KrFL6x4RsCFeLupBFU9CwTzOfUUjz%2Bj%2Bra%2BG9%2B1CegtqMED6LwFzWueqeGnoxleo%2FO9IHO6kY1eDlI8WEzwvu4IJNV23gufZkeAr5rDzpM9q05gC3U84INJyutrgZkNINWBnsHCILZBr3ONKc9w9yTsA745%2FS%2BbpcFvKDjoko99NowBt27KnjbnJIT4%2BzdxnQ3xkeOReXH5V4q7l1k95vx8U6B%2BisJatR0PX94v%2FyVKXXcEuY8kzSe%2Bd9VmAV7q3haWx5m%2FqoINCRcjYq3UWA5opQ%3D%3D&nv_mid=82379970665&cat_id=50000807,루즈핏,긴팔,롱,무지,면,라운드넥,머메이드,무지,img_82379970665_0.png
0,[무배] 밴딩 플레어 롱원피스 5col,https://cr2.shopping.naver.com/adcr.nhn?x=ou%2Bt4A%2BUBTVt9Yy0K4ZNS%2F%2F%2F%2Fw%3D%3DsznLM%2BlX5NCbDF3qz5B9AyykRsdQyHj%2FXWQ9he7xTaFoWCIguz92uUJY%2BiqKRKIZrMQGmwfqkuEpKJlCcME8tcGVyf4fEeIwpi1WJR%2F5%2FpReVK5hNxRUBW3Fkia%2BRgsFTb9XraHh2VKTArNzk%2FPwtQFgayY51N9CjPvlS%2B5qgkq5ibCrAYfg%2BmGZILMDw%2FuUtUaGimURpLp1cstwbh%2FL6ye56vr9h9VoFduCJdN2ys%2BL8sDxCrG1R0O6gc7aEEhECPCXt%2FVp8Sb2P%2B%2B%2F4vLG%2Buw7TOu%2BiZGPPbCns0fxzoFb4FjQLKtgpdaxOC6%2FeJ5KosPFNkchYwWiua4avTMsWH6fCLd0EJlKtx3WA4Dq2fB%2BUtxR5aF%2BUJBIdp5QIW07IKCaojjPR5UlNkWHjREAJdED%2BhhiJy%2BeDJvd2vJjkI8ZkUsgWgt%2BKlaruTaZzgrE91b%2BK2qnq%2FqfLnGwYdVaNLm4FIjE8aee1P6DB92IcpTEQEcw9WsSoojzbycAc0fYTDbK0S3t39ORzZXUAj%2F8WJArMHrOZbGzIq%2FjK%2BsY3fNjeD86GQ%2FgSRNz5IfRV7f0WUyrlp0vFS5NiFKy6Hroo%2Bh7F3SzJAcSizjt9uQhu7CX6od%2FniKJWCaVk7OV0RRLRqfoZE7aIy4WrAp%2BFzihtQF5qXd3%2FdoX%2FUIaw8AsSxhOcf4n86O%2FAbhIf66R4JXReBdg1Zs8QtOQBrBck5Pn4T8p%2FzF%2BVOo3EBJQAXKn3Lhx9w0xOwPJwl0KmEvXCW5i2ZWZsoOvkr%2FE1Utl%2BjGSfMg%3D%3D&nv_mid=82388530223&cat_id=50000807,기본핏,긴팔,롱,무지,면,라운드넥,A라인,무지,img_82388530223_0.png
0,[무배] 빅사이즈 오버핏 코튼 맥시롱원피스,https://cr2.shopping.naver.com/adcr.nhn?x=NWHgg%2BQSrjOMNY6%2BIC22vP%2F%2F%2Fw%3D%3DsJWeumr73%2F0BvO8%2B3Juth%2FgOPMFYLHTmoXMgYmFKNlzqaUqUksbqxxNqBwFkYUoTYgNqzPaNgSHvuVVSErYTBxmVyf4fEeIwpi1WJR%2F5%2FpReVK5hNxRUBW3Fkia%2BRgsFTb9XraHh2VKTArNzk%2FPwtQFgayY51N9CjPvlS%2B5qgkq5ibCrAYfg%2BmGZILMDw%2FuUtUaGimURpLp1cstwbh%2FL6ye56vr9h9VoFduCJdN2ys%2BL8sDxCrG1R0O6gc7aEEhECL6tZ9QZJnDnOjLn570z6YA7TOu%2BiZGPPbCns0fxzoFb4FjQLKtgpdaxOC6%2FeJ5KosPFNkchYwWiua4avTMsWH6fCLd0EJlKtx3WA4Dq2fB%2FdfTfDuOX%2Ba4XoEKRAxgbQjnDAFuO3F7fRLVhEBBNq6Y4FIdX0RH9maAYxxSnIi%2FEcA2su%2BG9e0tITa8RWIZp0jee%2BtBiV9O3XAZIFr5zzIiNH%2FadH6xuO8pHRrNKUu5N1TdCScGh6bv0Xhae2cCNx2cbIfgS4ngV040KvX5Jm5Lygt79wC6UdlrTXd%2BT85gYYAKequdfNLSs5tYKdN2xchj79iosB6Kw5pX2CwjENzWFpCm1FuBL8NoSkK5fZJgnP0IFbkalHknftrDpQmb9J2ppT5BPOPcMaY8uZ2Bvsz1fB8CsfWumLXQxJSPX2JiDCQf8L%2BpPmzZmFfuYSi%2BRr%2FpLIHYNswQqneasiGkMOYA01n00mzpHgBGl91xag8MVx8QE1pefY8h3l7rPvA4x%2FpjJRcYAM3xBiFsK5yHDIa%2BFy%2BXHRYNUjFF3CAXMsHNw%3D&nv_mid=82375327965&cat_id=50000807,오버핏,긴팔,롱,무지,면,U넥,H라인,무지,img_82375327965_0.png
0,니트 뷔스티에 롱 원피스 허리밴딩 베이지만,https://cr2.shopping.naver.com/adcr.nhn?x=kxYJwIUZ%2BHjLwUugk8eL5v%2F%2F%2Fw%3D%3DsbVh6xA97mMpfm7KTRQx43GBGu3tXYubzcQv0HeeLCFKMs0bewPBdE5YgO8Wjf8Q5bfH9RN82UgPFuKaNdVsN3oYlFAdf1OFsetsPTCIBnAtPOdYsvqvAV2kweJQXbUmGS9slije8gXMlkxXwqftMa3PxCfeiYbhA%2BGscrLWt3HSV5OgK%2F3PSNxEgOD76VKUtWEr4Lu5t53ESTApzu1Eu9J9%2Bw5fyb2S%2B0WKUIuNO0Akl8HAYn6NkzRDrGPGQ2ZUxxdtQK25gd%2BumvE1UE1OoUUaAb%2FOdjaJ2XbA%2BJKlL%2B499LsW4RgipVPKA%2F2IN4cAJ4mmic2vQ8l3OPvPdLBTB5%2B6UB08G4lR0a9fquA%2FPNrLM4YljlkedvmyI%2BLsVjNZajSEC29N98PDLXhzdbzyS644FIdX0RH9maAYxxSnIi%2FHcYCIn2A6XKXqo0In533bfnR6Wb6ASX66Ln7np6t9UTFRVpSKmJJYsUKGhRINh6w1EbrTjqtBfhRRJWozwBwxgTtO5bE0z%2Fzgh%2FGDN79elBPL%2BNn0Jdgeg06gdBQwbihkwZsOjYh%2B8lDQquYD3Rjpz8YK26TFRi7wOM56FQ%2FdCbaAoApUH6w8VIgFs3P9Zzwr%2F%2BEvQ4CBdIeMoIQQNItE1YnwzWlsrlpyQuigEiPoJVXBZ3lv%2BnQ2MzkDyEg%2F3xg0vpO1cn8pLU0IyRd0UH4t0MULWROfNQPPDd8n9gKhE3jqNI3RChJUeHI73pYPiUMue2%2FgWj0%2BWAGjNk7qs3AIrmtivSKtuXH68uoCeIt%2BzLA%3D%3D&nv_mid=82388956393&cat_id=50000807,슬림핏,민소매,롱,무지,"아크릴, 폴리에스테르",V넥,H라인,"무지, 레이어드, 꽈배기",img_82388956393_0.png
0,페이크 롱 랩원피스,https://cr2.shopping.naver.com/adcr.nhn?x=nXFpCUpW4%2FjxoSlfcdK94%2F%2F%2F%2Fw%3D%3DsiCuQmz8R1iiRfEYilDmgSXgMV%2FhcJerCiKRr1q9JO1MFJ%2BqpqUF5l5p%2FyuwJMAk2MCRJLjA0SJ3sluqL0uxP%2BmM5ywTNbvkDUq403b3HrmP3mrP9L3bKHJ%2FdpwvsNiiCo9lOv0ONwYq%2BRQSO4wEoBAhxd%2BVW8Z9RLD8JihQkFu7rWRfy4w4i9vkTG9toGA6Sc%2Bz03%2Fk6E3umo8kRsQ%2BuklcMXxsZ5YxnXDTf1Kyc58MvcwaJyugslJObIohizNgC1UTV%2BNq9xZrjHZNRBZ0mTFJvJaswEAHzh4%2BeL8l2tv4xYwKYCF2wSheYXztta1k90KwhYrfAVEmMb%2FMhECMzRrr9GyESxlku1GP2cO77NQ%2FH2R%2BFpWXEb9vdwr%2BFUyLX%2FxxCppRQ0chmRFe6tQxtUvGhB8Ps6FHHxGqpxVzRGw0XONP%2B0Rn5OPLmhyiBKJY7GUISCGERJ2wMQ0U2mu1g%2F%2BcCpZCy9CXwZ051GhQBWWR5i6oXBTuV0AoXRC1FfS1oHHvpd%2FHQNuFTY3gVATFRaYY%2B%2FYqLAeisOaV9gsIxDc1YL64mjVkHZl1jbz39RhYgyX%2F9x8ujAagN5rFmBWfwd4WNBhgzjfGmfp0jwUDbioIINc6KhrLvhBx7KgP0nxxitw3kI2y3pj8JKaJuTnOxS9zCGaACoD%2BbbOtTnrx5T%2B41TJCpud9XUawqlz2SA0wNffiQL86v8pGwJc2cWRFcIHZufm570XtwFmjpnEIuka4%3D&nv_mid=82370722706&cat_id=50000807,슬림핏,긴팔,롱,플라워,"폴리에스테르, 기타",V넥,랩,리본,img_82370722706_0.png
0,(무료배송) 문라잇 박시 원피스,https://cr2.shopping.naver.com/adcr.nhn?x=qZZM9nr5QU%2BsXSyavMR%2BZv%2F%2F%2Fw%3D%3Ds1WQ9wWkgvKcMqmf1rObXdAe14i4m%2Fa8cMowj9ey8Jpr8wq0N2rV0meQmfRTNpM2jsExSHfW0omInZYBke3v7xmM5ywTNbvkDUq403b3HrmP3mrP9L3bKHJ%2FdpwvsNiiCo9lOv0ONwYq%2BRQSO4wEoBAhxd%2BVW8Z9RLD8JihQkFu7rWRfy4w4i9vkTG9toGA6Sc%2Bz03%2Fk6E3umo8kRsQ%2BuklcMXxsZ5YxnXDTf1Kyc58NvrJta4S%2B2%2B%2FTRx2zu%2F6oKI778spmyfft2g0InTGtUY1JvJaswEAHzh4%2BeL8l2tv4xYwKYCF2wSheYXztta1k90KwhYrfAVEmMb%2FMhECMzRrr9GyESxlku1GP2cO77NQ%2FIcVEru2cbERVyRLJYuNcl7mJC%2BAd7jmlZmFjeujwbZMfaDjCW6HUREq33zSyI9sn9ljDdo%2BdO1qCwItJyVlCMnLlEykdg5YAJRWIO3D7Vveuo0ETjWfbWex3ncCl%2B0B%2Fy8mUMGQvuaRgxhmbV48eNyoqr%2F1fWqGfVlIV12ZxTzcFF0aietP8SfGTnp9h19yvWHcsIGbuYWJJJPRdhhiqRY%2FSwVYO72v98Q9gsc9s%2FJB6p8N19TlKndV3GAY2Sbg8p5GAPBCdkclJNOCfyWhJf5STReZpa4okda8YYljncD7F0k6PqNQShgiWVmr7xtCkU3rtDS0p1fmYqmLFP0n6fYkgSxCapMRExjZfMgantyweCUgpui659COJ3RO8yzntmkPVg21BdgvVHgSxBDZzv&nv_mid=82211834784&cat_id=50000807,루즈핏,긴팔,롱,기타,면,라운드넥,기타,기타,img_82211834784_0.png
0,도트 스트랩 쉬폰 미니원피스,https://cr2.shopping.naver.com/adcr.nhn?x=liVeJWUGnRyRECtElpGhgP%2F%2F%2Fw%3D%3DsBZA4AWLVFQC5Ebec4iQKqi2H2pcNvC6Qnpaf2zTgIsrlTFnVdKvqn3yTZdARF9%2BKZudJBJFk13UpHes%2FvcbegWVyf4fEeIwpi1WJR%2F5%2FpReVK5hNxRUBW3Fkia%2BRgsFTb9XraHh2VKTArNzk%2FPwtQFgayY51N9CjPvlS%2B5qgkq5ibCrAYfg%2BmGZILMDw%2FuUtUaGimURpLp1cstwbh%2FL6ye56vr9h9VoFduCJdN2ys%2BL8sDxCrG1R0O6gc7aEEhEC0RLR8TjEGaT0MVfsrJindA7TOu%2BiZGPPbCns0fxzoFb4FjQLKtgpdaxOC6%2FeJ5KosPFNkchYwWiua4avTMsWH6fCLd0EJlKtx3WA4Dq2fB940Dl%2Bp7bPaXf%2BTUPCqbF91Aoo7FC2WxYmGPyNLuyn2PGhB8Ps6FHHxGqpxVzRGw3pOjBcNpQCKPeA30kaX%2BJJGFjzP2SewmObOd%2B9%2FXzMwi%2BGo0i5JxbEnfVjTABH2ENOZl9jOLcxcBaHYKsuAYf6ls5rAPd4QTYVZ%2BuzQQAgOQ6YBFi%2BJg8p7C7ctJBiq1N%2BMTm9A07wDjlNrg47HozJ5%2BCAHjUpp%2FEg2BIMeAE1jAJy234AZSSi%2B0coK2KwJH%2BgEaLCMBqJUWEaX9GugLpUyf0By%2BCDBO2Ksm4XEotsBtw02rZzel659KfLA8D94cmoDgoUfwc14pSy%2B6RCC5Mc2ITVTPjXXnNYcbYGAWdx0oP5Qsqfz5AgRANdb8RUTXyXpOUXQZVQN%2BKCV1WhCxrM&nv_mid=82026357505&cat_id=50000807,루즈핏,반팔,미니,도트,폴리에스테르,V넥,A라인,기타,img_82026357505_0.png
0,[무배] 플라워 패턴 여신 원피스,https://cr2.shopping.naver.com/adcr.nhn?x=6srt27%2FomBjDoUaSFbXLKv%2F%2F%2Fw%3D%3DsTdPWfdlBLH63KgyRG8t5l3z4mAjQ%2BYo2ddRzvd5M1GC8a5spYG3KRZ7XEQY740fhpD%2BDe94yI%2B%2BXDZ33zFZGa2Vyf4fEeIwpi1WJR%2F5%2FpReVK5hNxRUBW3Fkia%2BRgsFTb9XraHh2VKTArNzk%2FPwtQFgayY51N9CjPvlS%2B5qgkq5ibCrAYfg%2BmGZILMDw%2FuUtUaGimURpLp1cstwbh%2FL6ye56vr9h9VoFduCJdN2ys%2BL8sDxCrG1R0O6gc7aEEhECH%2FuMWlbo%2FKZRDwbqNqOdSA7TOu%2BiZGPPbCns0fxzoFb4FjQLKtgpdaxOC6%2FeJ5KosPFNkchYwWiua4avTMsWH6fCLd0EJlKtx3WA4Dq2fB%2B2oknmaBHYmjM%2B8m1KaiUjemesGQmwBAdXe3E%2BdYnRaZt43sYhUys88YQO8o3Yx6RnhV5qBVcN9hOzKfgXnSJzZhTfNAiFcXA7USA6dZk0mTCHIt3IK9L4EdWZybrgXuZHZedgGUdJdQ0YysB4ZeKJ9ODrqSl%2FDc6xpZlB9h0CtcFF0aietP8SfGTnp9h19yvWHcsIGbuYWJJJPRdhhiqRafndNaTMNapWdXH7g0Mbpx6p8N19TlKndV3GAY2Sbg%2F7M6tT62Fflkgm9U7jTJ26LfSOYKPa0xJR70Xib8CC73eftJ6tyjcPXUTuNZApdPTLGogZxknc0zrSS70Miq%2FMYkgSxCapMRExjZfMgantyzH67K2RNY6NiPp9owYcomdmkPVg21BdgvVHgSxBDZzv&nv_mid=82419239426&cat_id=50000807,기본핏,긴팔,롱,플라워,폴리에스테르,V넥,A라인,프릴/러플,img_82419239426_0.png
